Keyword,Frequency
non-gradient methods,1
non-linear finite-element analysis,1
non-linear membership functions,1
non-linear programming,1
non-linear relationships,1
non-point source pollution,1
nonlinear features,1
non-stationarities,1
non-targeted,1
nongovernmental organizations,1
nonlinear analysis,1
nonlinear behavior,1
nonlinear dynamics,1
multi objective algorithm,1
multi linear regression,1
orthogonal functions,1
managerial demands,1
magnetic pickups,1
magnetic resonance imaging,1
mahalanobis distances,1
mahalanobis-taguchi system (mts),1
maintainability,1
maintenance and inspections,1
maintenance and rehabilitations,1
maintenance cost,1
maintenance management,1
maintenance optimization,1
management decisions,1
management information systems, detailed modeling,1
management measures,1
management networks,1
management plans,1
magnesium compounds,1
mads64 transcription factor,1
macromolecules,1
machine learning, accurate prediction,1
lyapunov's functions,1
lyapunov's second method,1
m-test,1
m5 ` model tree algorithm,1
m5tree model,1
machine learning models,1
machine learning, data analysis methods,1
macroeconomics,1
machine vision algorithm,1
machine vision technologies,1
machinery,1
machining centers,1
machining operations,1
machining parameters,1
management techniques,1
managers,1
mathematical properties,1
manchester,1
market system,1
market variables,1
market-based measures,1
markov decision processes,1
markov probability,1
markup languages,1
mars,1
marxan,1
master plan,1
matagorda bay,1
material property values,1
materials selection,1
mathematical analysis,1
mathematical method,1
mathematical modeling,1
market price,1
market demand,1
market capacity,1
map,1
mann-kendall test,1
manufacture, artificial intelligence methods,1
manufacturing operations,1
manufacturing organisations,1
manufacturing sustainability,1
manufacturing systems,1
mapping method,1
market and accounting based hybrid model,1
mapping tree plantations,1
marine biology,1
marine ecosystem,1
marine pollution,1
marine resources,1
market,1
lyapunov krasovskii functional method,1
lucanus cervus,1
lucanidae,1
lt-arimaxs model,1
lighting,1
lignin,1
lignocellulose,1
lime,1
linear correlation coefficient,1
linear models,1
linear programing,1
linearization,1
linguistics,1
linked simulation optimization models,1
lipase,1
lipases,1
liquid biofuel,1
liquid chromatography,1
liquid containers,1
light detection and ranging,1
light,1
lift coefficient,1
levenberg marquardt backpropagation,1
learning tool,1
learning vector quantization,1
learning vector quantization algorithms,1
least-squares (ls)-optimum,1
leave one out,1
letter,1
levenberg-marquart algorithm,1
lifecycle costs,1
lidar,1
liebana,1
life distribution,1
life sustaining treatment,1
life-cycle assessments,1
life-cycle cost analysis,1
liquid propellant rocket engine,1
liquid propellants,1
liquid-propellant rocket engines,1
long-term sustainability,1
logistics process,1
long short term memory,1
long short-term memory, electricity-consumption,1
long-term,1
long-term forecasting,1
long-term measurements,1
losses,1
logistic regression analysis,1
lot dispatching,1
low exergy building systems,1
low overhead,1
low power electronics,1
low temperature,1
lower limits of detections,1
logistic regression models,1
logistic regression algorithms,1
liss,1
load shedding,1
listed companies,1
literature review,1
liveability,1
load carrying,1
load forecast,1
load limits,1
load-carrying capability,1
location-allocation models,1
load-shedding,1
local authorities,1
local binary pattern cascade classifier,1
local energy planning,1
locality sensitive hashing,1
locality-sensitive hashing,1
mathematical phenomena,1
mathematical software,1
multi dimensions,1
model test,1
mlr,1
mobile devices,1
mobile internet service,1
mobile security,1
model accuracy,1
model configuration,1
model independence,1
model of prediction,1
model optimisation,1
model order estimation,1
model parameters,1
model reference control,1
model solution,1
model state,1
model system,1
mlp-ffn,1
mixtures,1
mixture proportioning,1
mine wastes,1
millar western forest products,1
milling factory,1
milling path,1
milling performance,1
zoning system, china,1
mine waste dump,1
mineral industry,1
mixed integer nonlinear programming,1
mineral mixture,1
mineral resources,1
minerals,1
minimal quantity lubrications,1
mining,1
mississippi river delta,1
model temperatures,1
model-based systems,1
mathematical theory,1
modeling and optimization,1
monthly rainfalls,1
monthly water level,1
moocs,1
morphology,1
mortality,1
mortar,1
moscow urban rivers,1
motivational interviewing,1
mountain environment,1
moving average,1
moving averages,1
msw management,1
multan,1
multi agent methodology,1
multi criteria analysis,1
monolithic columns,1
monocotyledon,1
monitoring system,1
moderate resolution imaging spectroradiometer,1
modeling structures,1
modeling technique,1
modeling temperature,1
modelling and predictions,1
models, biological,1
models, neural networks,1
modified artificial bee colony algorithm,1
monitoring and management,1
modulus of rupture,1
molecular analysis,1
molecular dynamics,1
molecular dynamics simulations,1
molecular weight,1
moment of inertia,1
military training,1
middle east,1
microrna 399b,1
microrna,1
mechatronic systems,1
mechatronics course,1
medical entity extraction,1
medical imaging,1
medical personnel,1
medical problems,1
medical society,1
medical waste,1
medical wastes,1
mediterranean,1
mediterranean coast [morocco],1
mediterranean coasts,1
medium-resolution,1
melbourne,1
membrane,1
mechatronic engineering,1
mechanization indicators,1
mechanical treatments,1
maximum temperature,1
mathematical tools,1
matlab environment,1
matlab program,1
matrix algebra,1
matrix multiplication operation,1
maximum sustainable yield,1
mcs,1
mechanical structures,1
mean magnitude of relative error (mmre),1
mean magnitude of relative errors,1
mean wind speed,1
measurement method,1
measuring performance,1
mechanical engineering,1
membrane filtration (mf),1
membrane protein,1
membranes,1
microbial biomass,1
method of modeling,1
methodological frameworks,1
metropolitan area,1
micro-algae,1
microarray analysis,1
microbial activity,1
microbial kinetics,1
methane,1
microcontroller,1
microcontrollers,1
microfiltration,1
microfinance,1
microgrids sustainability,1
microorganisms,1
methanol production,1
meteorological data,1
mercury compounds,1
meta-modelling,1
meta analysis,1
meta heuristic algorithm,1
meta heuristics,1
meta-heuristic approach,1
meta-learning,1
meta-model,1
metabolism,1
metamodel-based design optimizations,1
metaheuristics,1
metal analysis,1
metal cutting,1
metal forming,1
metals,1
metamodel,1
orthogonal basis function, energy conservation,1
oscillators (electronic),1
scientific community,1
regulations and policy,1
regional carrying capacity,1
regional dynamics,1
regional economy,1
regional energy consumption,1
regional groundwater flow,1
regional planning, sustainable development,1
regional water resources,1
regionalization,1
regression analysis, article,1
regression analysis, complex interactions,1
regression analysis, motor transportation,1
regression analysis, neural networks,1
regression coefficient,1
regression equation,1
regression model,1
regional air pollution,1
regenerative ability,1
regeneration,1
reference modeling,1
recycling,1
recycling companies,1
redevelopment,1
reduced data,1
reference data,1
reference evapotranspiration,1
refining,1
refuse disposal,1
refining industry,1
reflection,1
reflection change at 820 nm,1
refuse collection,1
refuse derived fuel,1
refuse derived fuels,1
regression modelling,1
regulatory network inference,1
reproducibilities, sustainable development,1
rehabilitation,1
remote sensing data,1
remote sensing image classification,1
remote sensing system,1
remote sensing technology,1
remote sensing, image processing, computer-assisted,1
renewable,1
renewable energy integrations, weather forecasting,1
renewable energy resources, building systems,1
renewable energy source,1
renewable energy systems,1
renewable energy technologies,1
renewable resource, acoustic technology,1
renewal planning,1
rental sector,1
repair strategy,1
remanufacuring,1
remaining useful life (rul),1
remaining useful life,1
relative errors,1
reinforcement learning agent,1
reinforcement learning agent, bandwidth,1
reinforcement, existing concrete bridge,1
relative densities,1
relative entropy,1
relative error (re),1
relative humidity,1
reliability of prediction,1
relative set,1
relative sets,1
relative strength, floods,1
reliability assessments,1
reliability centered maintenance,1
reliability index,1
recycled concrete aggregates, concretes,1
recycled concrete aggregate,1
recycled aggregates,1
recycled aggregate concrete,1
quantifying soil loss,1
quantitative assessments,1
quantitative indicators,1
quantitative indicators, object recognition,1
quantity,1
quantum yield,1
quebec , canada,1
quebec [canada],1
r value,1
radial basis function,1
radial basis function (rbf),1
radial basis function neural network,1
radial basis functions, debris, algorithm,1
radial basis networks,1
radial bias function (rbf) neural network,1
quality variations,1
quality of work,1
quality of service,1
quality assessment,1
pyramidal cells,1
pyramidal nerve cell,1
pyrolysis process,1
pyrolysis, bio-energy,1
qualitative and quantitative analysis,1
quality,1
quality control, community vulnerability,1
quality of production,1
quality function deployment,1
quality management,1
quality monitoring,1
quality of life,1
quality of lives,1
quality of materials,1
radio resource management,1
radiometers,1
radiometry,1
real-world datasets,1
real time monitors,1
real time systems, broadband networks,1
real-time energy management,1
real-time management,1
real-time prediction,1
real-time process parameters, injection molding,1
real-world process,1
real time analysis,1
recognition,1
reconfigurable hardware,1
recovery,1
recurrent networks,1
recurrent neural network,1
recursive processing elements, neural networks,1
real time monitoring,1
real systems,1
rain forest growth,1
rapid screening,1
rainfall, elaeis,1
rainforest,1
random forests,1
ranking,1
ranking, sustainable development,1
rapeseed, brassica napus,1
rapid screening tool,1
real patterns,1
rapid urbanizations,1
rating, neural networks,1
raw data, sustainable development,1
rbfnn(radial basis function neural network), support vector machines,1
reaction temperature,1
reactive power,1
replenishment (water resources),1
required time,1
publication,1
saint louis,1
rules and regulations,1
runtimes,1
rupture modulus,1
rural area,1
rural areas,1
rural areas, diagnosis,1
rural community, forestry,1
rural locations,1
rural water supply,1
russian federation,1
s-wave,1
saccharification,1
sae-elm model,1
safety engineering, adaptive neuro-fuzzy inference system,1
safety engineering, competitive performance,1
rule curves,1
rs means,1
root mean squared errors, gas emissions,1
rockets, back propagation neural networks,1
robotic soccer players,1
robotics applications,1
robotics applications, algorithms,1
robots,1
robustness,1
rocket engines,1
rolling element bearing,1
root mean squared errors, aquifers,1
rolling element bearing (reb),1
rolling element bearing, fault detection,1
rolling element bearings (rebs),1
romania, czech republic,1
root architecture,1
root mean square errors,1
safety integrity levels,1
sales growth, commerce,1
research and development,1
sales, boolean matrix,1
saver-net,1
saving energy,1
sawnwoods,1
sbsc,1
scale of farming,1
scale up,1
scale-up,1
scaled conjugate gradient algorithm,1
scales (weighing instruments),1
scales (weighing instruments), artificial neural network approach,1
scanning electron microscopy,1
scheduling algorithms,1
scheduling optimisation,1
scheduling rule,1
scheduling rules,1
satisficing,1
satellite-based solar model,1
satellite imagery, classification methods,1
sample size,1
saline intrusion,1
salinity control, decision support systems,1
salinity measurement,1
salt,1
salt leaching,1
saltwater intrusion,1
sampling,1
satellite data,1
sampling sites,1
san luis basin [argentina],1
sander lucioperca,1
saproxylic beetle,1
sar,1
satellite communication systems,1
robotic arms,1
roads and streets,1
roadcem,1
road transport,1
residual analysis,1
resilience,1
resilient manufacturing,1
resistance mapping,1
resistance monitoring,1
resource allocation,1
resource and environment,1
resource industry,1
resource inequalities,1
resource usage,1
resource use,1
resource-based cities,1
resource-based city,1
resource-based city, ecology,1
resources industry,1
residential properties,1
residential profiles,1
residential land use growth,1
research technologies,1
research data,1
research method,1
research objectives,1
research papers,1
research questions,1
research results,1
reservoir operating rules,1
residential building,1
reservoir performance,1
reservoir sediments,1
reservoir storage capacity,1
reservoir systems,1
reservoir temperatures,1
residential areas, learning systems,1
response surface optimization,1
response systems,1
resting state,1
river ecosystems,1
risk-based,1
risks,1
river basin projects,1
river deltas,1
river deltas, rivers, coastal zone,1
river ecosystem, conformal mapping,1
river flow forecasting,1
risk probabilities, health hazards, aquifer,1
river sustainability,1
river water,1
rivers, cantabria,1
road construction,1
road network,1
road network optimizations,1
risk probability,1
risk of failure,1
resting state fmri,1
reverse logistic networks,1
resting state fmri, machine design,1
retail industry,1
retailing,1
retrieval performance,1
retrofit actions,1
reusability, reliability,1
reverse logistics,1
risk factors,1
reverse logistics network design,1
reverse logistics network design (rlnd),1
rice, environmental impact,1
risk based inspection (rbi),1
risk controls,1
risk factor,1
pvt properties,1
public works,1
ottawa,1
physiological parameters,1
photobioreactors,1
photochemistry,1
photosynthetically active radiation,1
photosystem ii,1
photosystem ii protein complex,1
photovoltaic cells,1
photovoltaics,1
physical and mechanical properties,1
physical conditions,1
physical model,1
physical modeling,1
physical parameters,1
physicochemical processes,1
physics-based modeling,1
physics-based models,1
phosphate buffered saline,1
philosophical aspects,1
phenylephrine,1
pest outbreak,1
permeate fluxes,1
persistent activities,1
personal computing,1
personnel rating, job satisfaction,1
pest control,1
pest damage,1
pesticide application,1
phenotyping,1
pesticide resistance,1
petroleum engineering,1
pharmaceutical combination,1
pharmaceutical mixtures,1
pharmaceutical sales operations analytics,1
phaseolus vulgaris,1
physiological models,1
physiological stress,1
pm emissions,1
phytoplankton,1
planning method,1
planning phase,1
planning, sustainable development, artificial neural network,1
plant energy efficiency,1
plant gene,1
plant genome,1
plant response,1
plant root,1
plant roots,1
plant stress,1
plantation,1
plantation managements,1
plastoquinone, artificial neural network,1
plfa,1
plug in hybrid electric vehicles,1
plan do check acts,1
pixel classification,1
pixel based classifications,1
piezoelectric devices,1
pi controller, controllers,1
pi-controller,1
picea,1
picea abies,1
pid controllers,1
pid-controller,1
piezoelectric elements,1
pipelines,1
piezoelectric ultrasonic reactor,1
piezoelectricity,1
pilot plants, neural networks,1
pipe diameter,1
pipe material,1
pipeline length,1
permanent magnets,1
performance metrics,1
performance measurement,1
performance measure,1
paper and paperboard,1
paracetamol,1
parallel computing,1
parallel coordinates,1
parallel distributed processor,1
parallel implementations,1
parallel processing systems, computational costs,1
parameterization,1
parameters adjustment,1
parameters prediction,1
parametric and non-parametric methodologies,1
parametric identification,1
pareto optimal solutions,1
pareto optimal solutions, environmental impact, artificial neural network,1
partial correlation,1
pantographs,1
panjin city,1
palm kernel shells,1
pacific ocean, algae,1
outside-air temperature,1
over capacity,1
over-fitting,1
overall efficiency,1
overexploitation, fish,1
oxidation,1
packaging materials,1
palm kernel shell,1
paddy,1
paddy cultivation,1
paddy field,1
pah identification,1
pair trawl,1
pakistan,1
partial differential equations,1
partial least square regression,1
partial least squares structural equation modelling (pls–sem),1
performance based,1
penman-monteith,1
per capita,1
perceived value,1
percentage composition,1
perception of space,1
perceptron,1
performance comparison,1
pelletizing,1
performance comparison, groundwater resources, arid region,1
performance evaluation criteria,1
performance gap,1
performance gaps,1
performance group,1
performance level,1
penetration test,1
pedestrian safety,1
particle learning,1
particulate matters,1
particle swarm algorithm,1
particle swarm methods,1
particle swarm optimisation,1
particle swarm optimization based adaptive neuro fuzzy inference system,1
particleboard,1
particulate matter prediction,1
particulate organic matter,1
pectobacterium atrosepticum,1
partnership contract,1
patch based recurrent neural network,1
patch-based,1
patch-based rnns,1
path analysis-gmm model,1
pattern recognition, automated,1
plug-in hybrid vehicles,1
poland [central europe],1
public health and ecological impacts,1
processing factors,1
privatization,1
probability,1
probability of exceedance,1
process control,1
process data,1
process design and control,1
process effectiveness,1
process flexibility,1
process manufacturing,1
process monitoring,1
process optimization, suidae,1
process parameters optimization,1
process parameters optimizations,1
process variables,1
process-based modeling,1
private land,1
priority area,1
principle components analysis (pca),1
present worth,1
predictive modelling,1
predictive value,1
predictive values,1
predictors,1
preliminary risk assessment,1
preprocessing techniques,1
prevention and control,1
principal component analysis, genetic algorithms, artificial neural network,1
preventive maintenance, electric current collection,1
price fluctuation,1
price premium,1
primary production,1
primary productivity,1
principal component analysis, artificial neural network modeling,1
processing,1
processing systems,1
polarimetry,1
product design and development,1
proset,1
protected area,1
protected area effectiveness,1
protected area, china,1
protected areas,1
protective measures,1
protective treatment,1
protein expression,1
protein function,1
protocol compliance,1
prototype implementations,1
psf evaluation model,1
pso,1
psr theory,1
public administration,1
proportional control systems,1
propellants,1
prompt fluorescence,1
production units,1
product returns,1
product sustainability,1
production capacity,1
production methods,1
production process,1
production system, polycyclic aromatic hydrocarbons,1
productivity improvements,1
promotional response modeling,1
profile of mood state,1
profile of mood states,1
program processors, computational sustainability,1
program sustainability,1
progress management,1
project management,1
predictive modeling, deep learning,1
predictive model markup languages,1
predictive model,1
predictive control systems,1
population density,1
population distribution,1
population growth,1
population size,1
population sustainability,1
porous materials,1
portfolio insurance,1
portugal,1
potato,1
potential energy,1
potential power,1
potential problems,1
poverty,1
power architectures, environmental impact,1
power forecasting,1
population decline,1
population aging, bioinformatics,1
polystyrene sulfonate,1
pollution monitoring,1
policy analysis,1
policy categories,1
policy issues,1
policy makers,1
policy making,1
pollutant source,1
pollution pressures,1
polynomial kernel,1
poly n-isopropyl acrylamide (pnipam),1
poly-n-isopropyl acrylamide,1
polycyclic aromatic hydrocarbons,1
polycyclic aromatic hydrocarbons (pahs),1
polymer electrolyte,1
polynomial approximation, custom-built es improvement,1
power grids,1
power managements,1
power outage, outages,1
prediction and forecasting,1
predictability,1
predicted values,1
predicting crimes,1
prediction accuracy,1
prediction algorithms,1
prediction and evaluation,1
prediction approach,1
precision horticulture,1
prediction confidence,1
prediction model,1
prediction models,1
prediction tools, aquifers,1
predictive abilities,1
predictive analytics,1
precision machining,1
precipitation intensity,1
power plant,1
power transmission lines,1
power predictions,1
power quality event,1
power quality events,1
power savings,1
power supply,1
power transmission,1
ppr,1
precipitation assessment,1
practical guidelines,1
practice guideline,1
pranhita river basin,1
pre-investment stage,1
precedence relationships,1
precipitation (climatology),1
"yellow" warning method,1
